"","id","validation_loss","min_child_samples","learning_rate","log_max_bin","reg_alpha","reg_lambda","n_estimators","num_leaves"
"1","0","0.5506381291550106","20","0.09999999999999995","8","0.0009765625","1.0","4","4"
"2","1","0.5769574074475846","33","0.03735454900037746","9","0.0009765625","0.692397057684401","4","4"
"3","2","0.492584142317863","12","0.26770501231052046","7","0.001348364934537134","1.4442580148221913","4","4"
"4","3","0.44980874576392027","9","0.7260594590615893","9","0.0036840681931986645","0.7532480505730402","9","4"
"5","4","0.492584142317863","12","0.2677050123105203","7","0.001348364934537134","1.444258014822189","4","4"
"6","5","0.46645719270235964","5","0.7590459488450945","8","0.001951378031519758","0.04792552866398477","10","5"
"7","6","0.44807578528611136","15","0.6945064905423671","10","0.006955268652669901","11.838839163780849","8","4"
"8","7","0.44891034911508376","20","1.0","9","0.0617777062707411","61.136054010477544","4","5"
"9","8","0.454824279652318","11","0.38363923015550033","10","0.0009765625","2.292560666768758","21","4"
"10","9","0.4493952581854355","18","1.0","10","0.009832541025097272","16.250006229581324","4","4"
"11","10","0.440184207549805","13","0.2882453730811091","10","0.004919965439995103","8.625111324002386","20","13"
"12","11","0.48367738459911236","11","1.0","10","0.003121941599121887","1.639148985345778","25","15"
"13","12","0.4683941819682696","16","0.06616934593005037","9","0.007753527464304486","45.38485886061243","16","11"
"14","13","0.44701995174550024","11","0.5365527316804679","10","0.0009765625","30.7601746125037","29","4"
"15","14","0.4506533132447876","15","0.1548503813268207","9","0.035057777722682114","2.4184695401954706","14","41"
"16","15","0.4596378984405248","11","1.0","10","0.002585178770898542","4.430701633152265","18","37"
"17","16","0.46683022092011583","15","0.07275518886716988","9","0.009363398850104593","16.79024035263393","22","5"
"18","17","0.43692441334426996","10","0.2535285054011641","10","0.0027819024246222325","16.198822061159447","13","38"
"19","18","0.4452185961992522","13","0.28824537308110887","8","0.004919965439995104","8.6251113240024","20","13"
"20","19","0.45539407923601305","11","0.7814154673452971","10","0.004433858749433729","10.534908681855693","7","21"
"21","20","0.4470820480952914","9","0.08225675807175313","9","0.0017454279753741457","24.907841547885674","23","69"
"22","21","0.4386794376625892","4","0.31320291167021025","10","0.013040701033956728","34.73434518132677","22","21"
"23","22","0.44807774614136225","24","0.20522383622866422","9","0.0009765625","7.554535281988685","8","67"
"24","23","0.44652105761314953","9","0.10281184104645645","10","0.003835567316498936","28.80401507167825","17","18"
"25","24","0.45987512237092787","11","0.625187744881487","10","0.0020176887697497415","9.109904835007367","10","82"
"26","25","0.44801182565077075","5","0.1570485006225477","10","0.001224249018417067","27.394152274460474","9","138"
"27","26","0.43922715818855707","18","0.40927931687441854","9","0.0063214109088079356","9.578753652973726","18","10"
"28","27","0.45418636979121896","7","0.46977848944213857","8","0.0009765625","27.70396970924892","23","65"
"29","28","0.4452530794912457","15","0.13682342741421927","10","0.014232641624630645","9.471633088073453","7","22"
"30","29","0.4460133639151024","10","0.09014687241697125","9","0.0009765625","2.121052103391007","9","15"
"31","30","0.44727403567926494","10","0.7130219976311362","10","0.008764030653045603","123.71305530382536","18","96"
"32","31","0.44274961246426514","5","0.3012705830817358","9","0.0009765625","15.635592365758141","6","70"
"33","32","0.450661831839978","21","0.21335207172719386","10","0.021946437742806194","16.78234057468557","26","21"
"34","33","0.4534840490876107","8","0.1039216293654851","8","0.007046860113124488","9.147391171256526","8","87"
"35","34","0.4528881272138018","13","0.61851130937229","10","0.001098216932915345","28.685975187509346","20","17"
"36","35","0.4561691502817302","9","0.3835982297866823","9","0.0009765625","40.672974525903264","47","47"
"37","36","0.4458253561135539","12","0.16756256431812022","10","0.017005298831153204","6.451503467050136","4","31"
"38","37","0.445404508565762","19","0.12919091765123378","10","0.0009765625","60.60815684137711","23","34"
"39","38","0.4553588080802647","5","0.49753267659628064","9","0.02549005693938859","4.329480549224776","7","42"
"40","39","0.4619957019085902","10","0.3102737439181507","10","0.009948152402250816","4.0137195771253085","26","133"
"41","40","0.46293017910125556","10","0.2071612706871646","9","0.0009765625","65.37622550029846","7","11"
"42","41","0.45363396752216045","8","0.6730161084337591","8","0.0013753651772909553","22.50290302400876","4","31"
"43","42","0.4486322179386858","13","0.0955054451824824","10","0.005626855491108521","11.660799315054836","40","47"
"44","43","0.4437062174288414","11","0.33415216511765916","10","0.0009765625","27.181633933669065","20","73"
"45","44","0.44213240149430694","9","0.19235758364251623","10","0.038671159816631724","9.653644692936489","8","20"
"46","45","0.5212378411779958","11","0.19278992789297797","9","0.0029488977684530584","159.48910978523114","5","21"
"47","46","0.4734707102263179","9","0.3334028066374373","10","0.0026243639853879347","1.645264911958305","37","69"
"48","47","0.46498827733084963","16","0.31609831356138396","9","0.005512928374068058","88.62311731324607","4","31"
"49","48","0.4553678301962811","6","0.20334402397393986","10","0.0014037877104520343","2.9608734619616777","51","46"
"50","49","0.4493182764241214","12","0.373940560994368","10","0.013550128265526996","36.903793955924925","4","18"
"51","50","0.4626343185591312","9","0.17189016051114098","10","0.0009765625","7.11042979706909","52","80"
"52","51","0.4528697210314296","9","0.10767097229575887","10","0.00231112498844527","4.1887855559189315","56","26"
"53","52","0.4503946495525038","11","0.5969733687774997","9","0.0033485774844765922","62.64389347846223","4","56"
"54","53","0.4386433825179631","14","0.11108862984874829","10","0.0231038777993927","33.35392392441293","41","49"
"55","54","0.4526821119585677","7","0.5786073978809836","10","0.0009765625","7.867195378983444","4","30"
"56","55","0.4444686350498676","9","0.2728597959674745","10","0.0016477355914821185","143.0383001735205","31","11"
"57","56","0.4594420435870714","11","0.23556677825343655","10","0.004696737231461956","1.8344865385759321","6","133"
"58","57","0.465354521375938","13","0.1999562166060862","10","0.001233948049208075","70.13295617528955","10","61"
"59","58","0.4534285698172007","8","0.32145388696553073","10","0.006271723598968199","3.741491168763263","17","24"
"60","59","0.44868102550135996","14","0.11878428228031146","10","0.0009765625","7.229633383491265","9","12"
"61","60","0.4578912680014692","7","0.5411212815115178","9","0.012716287549759118","36.295317099798794","19","121"
"62","61","0.43955496268653216","10","0.28918646843086965","10","0.007874568081662325","188.82397781227078","46","44"
"63","62","0.4536990906390229","10","0.222267325991131","10","0.000982781661147992","1.3896637450884932","4","33"
"64","63","0.45078633352337755","14","0.11005167306224628","10","0.0009765625","8.690081468559343","14","88"
"65","64","0.43884328507113485","7","0.5840592992583811","9","0.025584997222338843","30.195555371773533","12","16"
"66","65","0.44276682860037014","10","0.16256058582262006","8","0.0009765625","11.106259650235797","22","13"
"67","66","0.45318770218082544","10","0.39540152199675455","10","0.009961424912551085","23.626481320696993","8","112"
"68","67","0.44016706491323865","6","0.14035288420226621","10","0.019458199429094866","3.1630903127053727","12","21"
"69","68","0.43985651678409277","16","0.457964960366024","10","0.0009765625","82.9574277772284","15","70"
"70","69","0.44214936563082324","7","0.14385288834463056","10","0.0009765625","18.347450353154496","56","28"
"71","70","0.4359031199860601","14","0.4468224711412074","9","0.01613774933657455","14.301814754549357","4","51"
"72","71","0.5527124450578571","21","0.10714442832215439","9","0.024907412445918826","113.53333125915377","5","54"
"73","72","0.46095931371058185","9","1.0","9","0.010455801228472622","1.8016022519990507","4","48"
"74","73","0.45221813367710323","12","0.9179472383480475","10","0.06075309876283048","12.661773424657063","4","26"
"75","74","0.44547202224500726","16","0.21749651001296033","8","0.004286644779499623","16.154285692328724","12","101"
"76","75","0.46661927008925597","20","0.4563625979927004","8","0.04408019614883745","3.381381225328192","11","55"
"77","76","0.4508539893190323","10","0.43748177785579356","10","0.00590802619776865","60.490637299730416","4","47"
"78","77","0.46840808432384423","19","0.9448093317469771","8","0.059257610857485266","3.270235926667264","4","40"
"79","78","0.44823851163488015","10","0.21131281625635168","10","0.004394827092783744","62.546528709290016","12","65"
"80","79","0.45609041800206623","9","0.7093187584236265","9","0.012986843513385509","131.94908911032897","8","57"
"81","80","0.4493345460367316","22","0.28146770171485896","9","0.0200531371138561","1.5501577665490234","4","46"
"82","81","0.44176340293832367","17","0.37136421973215317","9","0.15454193046589368","58.46116740967128","14","70"
"83","82","0.446730604393884","12","0.5376132381863105","9","0.0016851540087858983","3.498765322972461","4","37"
"84","83","0.44658580179208157","11","1.0","10","0.003714680128650571","32.79238577995686","4","112"
"85","84","0.4449400883533762","18","0.14038478297745702","8","0.07010750445011198","6.237481671689298","6","23"
"86","85","0.4603932618132035","13","0.10656644341291358","9","0.07937526849859744","4.909160616385614","4","28"
"87","86","0.44518748247801954","15","1.0","9","0.003280958396439491","41.6653520340592","7","95"
"88","87","0.501384130145932","23","0.1512606780382054","10","0.006570076285579759","51.30861908440365","4","118"
"89","88","0.45259920234500156","9","1.0","8","0.03963834548187923","3.986501857260479","5","22"
"90","89","0.45188480081436155","10","0.8284664797029487","8","0.004118923509060499","6.7672091967851395","4","43"
"91","90","0.4619063030947812","20","0.24098780772436457","10","0.06322694584573971","30.225444393032245","4","60"
"92","91","0.4577725079151951","10","0.3163211754747259","9","0.0027728174730721872","1.5612642312583538","4","108"
"93","92","0.4424322941280631","20","0.6311633118367932","9","0.09392141970368072","131.0104344788506","9","24"
"94","93","0.454923717891779","11","0.7278479785835754","8","0.02302421468136659","12.79979798913792","4","78"
"95","94","0.45179378703907913","19","0.27430222600228116","10","0.011311002666287456","15.980088548821056","13","33"
"96","95","0.49101235016911665","16","0.07607379145172745","9","0.0399409831538553","22.8181256415065","6","67"
"97","96","0.4516035346451231","13","1.0","9","0.006520294020979166","8.964009949238818","4","39"
"98","97","0.45985205344647245","32","0.7367791418959273","9","0.11136677273646596","4.314930286797055","4","75"
"99","98","0.4478408026228872","6","0.2709771617624549","9","0.0023384618881466253","47.40329314225741","6","35"
"100","99","0.4482855672588544","6","0.9408500709594935","10","0.012739825809377431","48.99924659115599","4","37"
"101","100","0.4439388229275297","32","0.21220205735131517","8","0.02044195560809154","4.174388781528","4","70"
"102","101","0.4649380953723174","27","0.9745430233840552","8","0.029478299692616707","11.492086230950278","10","50"
"103","102","0.45639292390905284","7","0.20486557896998633","10","0.008834531040314385","17.7985007389326","4","52"
"104","103","0.4540228764567461","18","0.39060507453907883","7","0.0033634083731944476","51.75127451147399","9","69"
"105","104","0.4529861246038741","11","0.5111308934025663","10","0.07742947770649922","3.9524032442543193","4","38"
"106","105","0.4769577721876357","16","0.2105244154572961","10","0.04603047727691771","50.046578342481524","4","169"
"107","106","0.44318885271796604","13","0.9483475837377803","8","0.0056577070031968825","4.0870307630965925","4","15"
"108","107","0.4710573443892413","20","0.21633190679997755","7","0.01257610396972844","37.74439831068634","4","26"
"109","108","0.4712879852792777","10","0.9228889241074082","10","0.02070807893104082","5.419132756860902","7","98"
"110","109","0.4448420522802592","17","0.4922131947929768","10","0.25835416898434865","3.1498869063532586","4","33"
"111","110","0.45823364109753745","12","0.4056175714686146","8","0.0010080230354861787","64.93626957237377","5","79"
"112","111","0.44123424348156054","9","0.4268828671136927","8","0.10212407241190112","15.35259894430222","11","121"
"113","112","0.44062193398665084","21","0.4676934496496484","10","0.0025501034917577692","13.322949815565714","4","22"
"114","113","0.45499330928968895","22","0.8691410563472344","9","0.12245302415021217","2.831242983518208","5","29"
"115","114","0.48207774415374754","9","0.22970991792265788","9","0.002126749873736467","72.24456059199635","4","91"
"116","115","0.45514778410151446","17","0.44985597895728674","7","0.005354042154129305","98.76994273033172","4","26"
"117","116","0.46165328604022093","11","0.4438094191378791","10","0.048641184763414294","2.070892212946803","6","101"
"118","117","0.4565935319211018","23","0.966746546394661","9","0.0058140843485936745","40.81102285108374","12","112"
"119","118","0.44885206401169764","8","0.20651774910528709","9","0.04479242784172972","5.011927929858636","4","23"
"120","119","0.44133314421178743","22","0.48505035794680995","10","0.0047184902154617575","18.37569378288759","6","20"
"121","120","0.46052867473977865","9","0.41160740827373804","7","0.05519285656177345","11.131111983588113","4","133"
"122","121","0.4771783554888446","12","0.3074508863576119","9","0.0062125034526731154","78.85375338606006","4","140"
"123","122","0.45761048537946947","16","0.6493730529841825","9","0.04191980827601083","2.5939400027292168","4","19"
"124","123","0.4720985640852399","11","0.3824034084666883","10","0.0024982653386129284","1.2826185542088435","4","114"
"125","124","0.45526762063136433","18","0.5220934654250793","8","0.10424311206058882","159.4721241184703","7","23"
"126","125","0.4502278388442272","11","0.8787231948493808","9","0.0013082923145398802","18.368887289854143","5","18"
"127","126","0.45152111554106533","17","0.22720501960911232","9","0.1990586895266622","11.135236557655954","4","143"
"128","127","0.4481526373765935","8","0.3488600664767665","10","0.013824273604238773","13.012966568342968","16","29"
"129","128","0.4498898898995741","24","0.5722934204910832","8","0.018838382478936228","15.718314820775829","4","89"
"130","129","0.44912169631265775","9","0.4364179334226456","10","0.011405085316673304","9.958163685299139","4","28"
"131","130","0.45574948942163046","23","0.45747506100622487","7","0.022834283691801002","20.540122831622373","4","92"
"132","131","0.44888280693258753","10","0.9538102419543492","8","0.011072276856251555","42.79929883751007","4","57"
"133","132","0.4496742926514429","20","0.20931870086407708","10","0.02352063238945039","4.7790947709213745","6","45"
"134","133","0.44760308142541716","23","0.21589059504779473","10","0.015336083657238217","34.584651238886536","15","47"
"135","134","0.46596483037183045","9","0.9247754431939752","8","0.016981320620743864","5.9142393503006145","4","56"
"136","135","0.45558160873809667","13","0.7730016454190045","7","0.011822951349753112","6.163878104972171","4","36"
"137","136","0.4547787525984884","15","0.2582792959108324","10","0.02202723718858494","33.183963373391386","5","72"
"138","137","0.4515055118297475","34","0.24263193171906178","9","0.0762963162500672","6.244387486470385","8","58"
"139","138","0.44636856221565024","6","0.8228526200249114","9","0.0034133620920378696","32.756119910339216","4","45"
"140","139","0.4450830716172888","9","0.44932159251948883","8","0.0032788890535417393","11.948624521586533","4","15"
"141","140","0.44627664750211854","22","0.4443372498464466","10","0.07942536310242285","17.11844780994814","8","170"
"142","141","0.4639558494335554","10","0.3035686678328372","7","0.0055632139117640375","6.263830805137181","4","43"
"143","142","0.44401408912632345","20","0.6576776257643119","10","0.046812320680211544","32.654442885924354","10","60"
"144","143","0.4602842407070626","25","1.0","9","0.01613010002647444","4.852464472865915","4","29"
"145","144","0.4513205559898366","8","0.19428263187184505","9","0.016145402274175102","42.15216956604345","7","90"
"146","145","0.4542749169513187","14","0.2755047427496705","9","0.041199295992416854","1.6129569536954427","4","33"
"147","146","0.4482951647183723","14","0.7246710845124793","9","0.006321150577379927","126.81175700617432","14","78"
"148","147","0.4636815333492522","16","0.2633615739728164","9","0.007227233537038275","34.27549750663624","5","51"
"149","148","0.45505231092517623","13","0.7580844756697225","9","0.03603411351182593","5.967583847144547","4","51"
"150","149","0.4543042041420716","10","0.45079623214071574","10","0.1842770724442855","5.409350477592863","4","33"
"151","150","0.4533250800908414","20","0.4428837387762697","8","0.00141323578780453","37.812655349421156","10","79"
"152","151","0.4546102237250362","8","0.20937206840429237","9","0.0017333542452096192","7.590192240986666","6","66"
"153","152","0.44199404593352626","24","0.953567122101576","9","0.15024450678206183","26.948185076120915","4","39"
"154","153","0.4542252566702299","11","0.5639897891724105","10","0.007698280432281519","30.610664350148802","4","41"
"155","154","0.4547414470800423","18","0.3539963392062453","8","0.03382923705377803","6.682047241240334","12","63"
"156","155","0.44562915431124217","14","0.2872940468122556","10","0.02357921554576523","30.761916671390157","15","47"
"157","156","0.4642852189905172","14","0.6949337201101327","7","0.011044767504866564","6.649192488830776","4","55"
"158","157","0.44836120287015657","8","0.3949679395079938","9","0.10361710922307696","4.944176664684453","4","21"
"159","158","0.44633921268217513","23","0.5054848780015843","9","0.0025133586103955083","41.370266304288684","9","122"
"160","159","0.4567889359891716","8","0.2778296259926545","9","0.009425616570491723","2.1661636460963893","4","37"
"161","160","0.4505698413451668","25","0.7186070240112331","9","0.027629699521771033","94.42587850740064","4","70"
"162","161","0.4468515006258985","8","0.20490467564619685","9","0.002421968025873217","23.26022589986777","6","22"
"163","162","0.4518912340182767","24","0.974357076465478","9","0.10752699906358913","8.793633654031211","4","120"
"164","163","0.44354268629222193","17","0.5710209754981633","8","0.013201619631271973","5.5469223388986295","6","33"
"165","164","0.4514820647317144","12","0.34963745516101025","10","0.019726894193589202","36.87484568497826","4","79"
"166","165","0.45320341330698233","33","0.2907156721350264","10","0.005294704610692727","2.366518281355235","4","65"
"167","166","0.44880768509080127","6","0.6867545848164848","8","0.04918630458140697","86.43157624639628","4","40"
"168","167","0.44857167140746884","16","0.5699854909470519","8","0.015175404704535352","10.759128305727758","4","13"
"169","168","0.4468287731516363","13","0.3502726365630975","10","0.017161120821527782","19.01101087943669","11","206"
"170","169","0.44902385305915604","19","0.590348270157146","9","0.02893527273891799","1.1896076909339508","4","24"
"171","170","0.45859153351694487","10","0.338190744022321","10","0.009000328284441488","171.9406379365802","9","107"
"172","171","0.45143784807605414","26","0.28466943523980237","7","0.09446625185944939","10.654195710454655","8","47"
"173","172","0.43556692195865043","8","0.7013409098470729","10","0.002756825305587288","19.198249293725155","4","56"
"174","173","0.4679909023840493","12","1.0","9","0.0009765625","4.990739272134953","4","204"
"175","174","0.45683747650092005","5","0.43828900860513076","10","0.014289510407294606","73.8513386186871","4","15"
"176","175","0.44665197903753817","19","1.0","10","0.005683515428473653","16.494278068874753","4","81"
"177","176","0.45708659962417764","3","0.21392662644920618","10","0.0013372156478103378","22.3454930494671","4","39"
"178","177","0.44638196693570276","7","0.27697249342098895","9","0.010519213860122356","64.22484708637532","11","38"
"179","178","0.4576676044249567","9","1.0","10","0.0009765625","5.738787909425906","4","83"
"180","179","0.46105121939056","18","1.0","10","0.0009765625","6.6185247434957715","8","29"
"181","180","0.44930040474049165","3","0.46220392648194913","10","0.009507141687522938","55.6880559079614","4","110"
"182","181","0.44663698287573117","9","0.8044922363487237","8","0.03989573815132836","8.088316322554919","5","45"
"183","182","0.44764985340452235","7","0.6114155607735472","10","0.0009765625","45.56854124463749","4","70"
"184","183","0.45603239334696843","8","0.8923630764803759","9","0.005211317376968869","272.81895497755096","6","150"
"185","184","0.4497121516413163","8","0.5512095746556104","10","0.0014583809075061533","1.3509793554276557","4","21"
"186","185","0.4578889500821516","9","0.6580832621527489","10","0.01870504239696104","221.07197022839827","5","123"
"187","186","0.4489927673159467","7","0.7474420033356645","9","0.0009765625","1.667207179468438","4","26"
"188","187","0.4690442083086162","13","0.5272673930802398","10","0.0009765625","1.642270931669976","6","84"
"189","188","0.45926884684430486","5","0.9328835393207512","10","0.014195452526045278","224.42872782825657","4","37"
"190","189","0.46426100663773473","10","0.665474644807885","10","0.0028262192494128415","4.2520023539558","4","123"
"191","190","0.4501066661358711","6","0.7391402146765785","10","0.0026891352350336566","86.68216648589602","11","25"
"192","191","0.4441782826744457","13","1.0","10","0.0009765625","88.07804403997037","13","57"
"193","192","0.45563292907624364","5","0.3786916010226851","10","0.01091498273393995","4.184615813865687","4","55"
"194","193","0.4486754413334871","7","0.9325261368233188","10","0.003951216942956881","248.50814319353188","7","24"
